brand_name,category,subcategory,website,founded_year,headquarters,description,shopify_confirmed,source,employee_count,founder_1,founder_2,founder_3,linkedin_1,linkedin_2,linkedin_3
Aura,Wellness,Meditation,aurahealth.io,2016,San Francisco CA,AI meditation,Yes,D2C directory,,,,,,,
Waking Up,Wellness,Meditation,wakingup.com,2018,USA,Sam Harris meditation,Yes,D2C directory,,,,,,,
Curable,Wellness,Pain,curablehealth.com,2017,USA,Chronic pain app,Yes,D2C directory,,,,,,,
Kaia Health,Wellness,Pain,kaiahealth.com,2016,Germany/USA,MSK digital therapy,Yes,D2C directory,,,,,,,
Hinge Health,Wellness,Pain,hingehealth.com,2015,San Francisco CA,MSK digital clinic,Yes,D2C directory,,,,,,,
Sword Health,Wellness,Pain,swordhealth.com,2015,Portugal/USA,Digital physical therapy,Yes,D2C directory,,,,,,,
RecoverX,Wellness,Pain,recoverx.com,2020,USA,Pain management tech,Yes,D2C directory,,,,,,,
Carrot Fertility,Wellness,Fertility,get-carrot.com,2016,San Francisco CA,Fertility benefits,Yes,D2C directory,,,,,,,
Kindbody,Wellness,Fertility,kindbody.com,2018,New York NY,Fertility clinic tech,Yes,D2C directory,,,,,,,
Modern Fertility,Wellness,Fertility,modernfertility.com,2017,San Francisco CA,Fertility hormone test,Yes,D2C leader,,,,,,,
Natalist,Wellness,Fertility,natalist.com,2019,Los Angeles CA,TTC essentials,Yes,D2C directory,,,,,,,
Stix,Wellness,Fertility,getstix.co,2019,USA,Pregnancy tests reimagined,Yes,D2C directory,,,,,,,
Proov,Wellness,Fertility,proovtest.com,2017,USA,At-home fertility test,Yes,D2C directory,,,,,,,
Mosie Baby,Wellness,Fertility,mosiebaby.com,2018,USA,At-home insemination,Yes,D2C directory,,,,,,,
Mira,Wellness,Fertility,miracare.com,2015,USA,Fertility analyzer,Yes,D2C directory,,,,,,,
Ava,Wellness,Fertility,avawomen.com,2014,Switzerland/USA,Fertility bracelet,Yes,D2C directory,,,,,,,
Tempdrop,Wellness,Fertility,tempdrop.com,2016,Israel/USA,BBT sensor,Yes,D2C directory,,,,,,,
Daysy,Wellness,Fertility,daysy.me,2014,Switzerland/USA,Fertility tracker,Yes,D2C directory,,,,,,,
Clue,Wellness,Period,helloclue.com,2012,Germany/USA,Period tracking app,Yes,D2C directory,,,,,,,
Flo,Wellness,Period,flo.health,2015,UK/USA,Period health app,Yes,D2C directory,,,,,,,
Natural Cycles,Wellness,Birth Control,naturalcycles.com,2013,Sweden/USA,FDA cleared birth control app,Yes,D2C directory,,,,,,,
Cora,Wellness,Period,cfrnd.co,2016,San Francisco CA,Organic period care,Yes,D2C directory,,,,,,,
Lola,Wellness,Period,mylola.com,2015,New York NY,Organic tampons,Yes,D2C directory,,,,,,,
August,Wellness,Period,itsaugust.co,2021,USA,Sustainable period care,Yes,D2C directory,,,,,,,
Saalt,Wellness,Period,safrnd.co,2018,Boise ID,Menstrual cups,Yes,D2C directory,,,,,,,
Flex,Wellness,Period,flexfits.com,2016,Los Angeles CA,Menstrual disc,Yes,D2C directory,,,,,,,
Diva Cup,Wellness,Period,divacup.com,2003,Canada/USA,Menstrual cup pioneer,Yes,D2C directory,,,,,,,
Lunette,Wellness,Period,lunette.com,2005,Finland/USA,Menstrual cups,Yes,D2C directory,,,,,,,
Ruby Cup,Wellness,Period,ruby-cup.com,2012,Spain/USA,Buy one give one cup,Yes,D2C directory,,,,,,,
MeLuna,Wellness,Period,melfrnd.co,2009,Germany/USA,German menstrual cups,Yes,D2C directory,,,,,,,
Pixie Cup,Wellness,Period,pixiecup.com,2015,USA,Affordable cups,Yes,D2C directory,,,,,,,
Organicup,Wellness,Period,organicup.com,2012,Denmark/USA,AllMatters cup,Yes,D2C directory,,,,,,,
Intimina,Wellness,Period,intimina.com,2009,Sweden/USA,Intimate wellbeing,Yes,D2C directory,,,,,,,
Thinx,Wellness,Period,shethinx.com,2014,New York NY,Period underwear,Yes,D2C leader,,,,,,,
Knix,Wellness,Period,knix.com,2013,Toronto,Leakproof underwear,Yes,D2C leader,,,,,,,
Proof,Wellness,Period,weareproof.com,2019,USA,Period underwear,Yes,D2C directory,,,,,,,
Modibodi,Wellness,Period,modibodi.com,2013,Australia/USA,Period underwear,Yes,D2C directory,,,,,,,
Ruby Love,Wellness,Period,rubylove.com,2015,New York NY,Period underwear,Yes,D2C directory,,,,,,,
Aisle,Wellness,Period,periodaisle.com,2012,Vancouver,Reusable period,Yes,D2C directory,,,,,,,
Rael,Wellness,Period,getrael.com,2017,Los Angeles CA,Holistic period care,Yes,D2C directory,,,,,,,
Honey Pot,Wellness,Period,thehoneypot.co,2014,Atlanta GA,Plant-derived feminine,Yes,D2C leader,,,,,,,
Queen V,Wellness,Feminine,queenv.co,2018,USA,Feminine care,Yes,D2C directory,,,,,,,
Good Clean Love,Wellness,Feminine,goodcleanlove.com,2003,Oregon,Bio-match intimate,Yes,D2C directory,,,,,,,
Dame Products,Wellness,Sexual,dfrnd.co,2014,New York NY,Sexual wellness tech,Yes,D2C directory,,,,,,,
Maude,Wellness,Sexual,getmaude.com,2018,New York NY,Essentials for intimacy,Yes,D2C directory,,,,,,,
Smile Makers,Wellness,Sexual,smilemakers.com,2013,Sweden/USA,Thoughtful intimacy,Yes,D2C directory,,,,,,,
Lelo,Wellness,Sexual,lelo.com,2003,Sweden/USA,Luxury intimacy,Yes,D2C leader,,,,,,,
We-Vibe,Wellness,Sexual,we-vibe.com,2008,Canada/USA,Couples intimacy,Yes,D2C directory,,,,,,,
Fun Factory,Wellness,Sexual,funfactory.com,1996,Germany/USA,German intimacy,Yes,D2C directory,,,,,,,
JimmyJane,Wellness,Sexual,jimmyjane.com,2004,San Francisco CA,Design intimacy,Yes,D2C directory,,,,,,,
Unbound,Wellness,Sexual,unboundbabes.com,2014,New York NY,Sex positive products,Yes,D2C directory,,,,,,,
Foria,Wellness,CBD,ffrnd.co,2014,Los Angeles CA,CBD intimacy,Yes,D2C directory,,,,,,,
Quim,Wellness,CBD,itsquim.com,2018,Oakland CA,CBD intimacy,Yes,D2C directory,,,,,,,
Bloomi,Wellness,Sexual,mybloomi.com,2018,New York NY,Clean sexual wellness,Yes,D2C directory,,,,,,,
August,Wellness,Intimacy,itsaugust.co,2021,USA,Sustainable intimacy,Yes,D2C directory,,,,,,,
Wisp,Wellness,Sexual Health,hellowisp.com,2018,USA,Online sexual health,Yes,D2C directory,,,,,,,
Love Wellness,Wellness,Women's,lovewellness.com,2016,New York NY,Women's wellness,Yes,D2C directory,,,,,,,
HUM Nutrition,Wellness,Supplements,humfrnd.co,2012,Los Angeles CA,Beauty vitamins,Yes,D2C directory,,,,,,,
Ritual,Wellness,Vitamins,ritual.com,2016,Los Angeles CA,Traceable vitamins,Yes,D2C leader,,,,,,,
Care/of,Wellness,Vitamins,takecareof.com,2016,New York NY,Personalized vitamins,Yes,D2C leader,,,,,,,
Persona,Wellness,Vitamins,personanutrition.com,2017,USA,Personalized supplements,Yes,D2C directory,,,,,,,
Rootine,Wellness,Vitamins,rootine.co,2018,USA,Precision vitamins,Yes,D2C directory,,,,,,,
Baze,Wellness,Vitamins,bfrnd.co,2017,Austin TX,Blood-tested vitamins,Yes,D2C directory,,,,,,,
Vessel Health,Wellness,Testing,vesselhealth.com,2019,San Diego CA,At-home wellness card,Yes,D2C directory,,,,,,,
InsideTracker,Wellness,Testing,insidetracker.com,2009,Cambridge MA,Blood biomarker test,Yes,D2C directory,,,,,,,
Viome,Wellness,Testing,viome.com,2016,USA,Microbiome testing,Yes,D2C directory,,,,,,,
ZOE,Wellness,Testing,joinzoe.com,2019,UK/USA,Personalized nutrition,Yes,D2C directory,,,,,,,
Thorne,Wellness,Supplements,thorne.com,1984,South Carolina,Professional supplements,Yes,D2C leader,,,,,,,
Pure Encapsulations,Wellness,Supplements,pureencapsulations.com,1991,Massachusetts,Hypoallergenic supplements,Yes,D2C directory,,,,,,,
Designs for Health,Wellness,Supplements,designsforhealth.com,1989,Connecticut,Practitioner supplements,Yes,D2C directory,,,,,,,
Metagenics,Wellness,Supplements,metagenics.com,1983,California,Functional medicine,Yes,D2C directory,,,,,,,
Standard Process,Wellness,Supplements,standardprocess.com,1929,Wisconsin,Whole food supplements,Yes,D2C directory,,,,,,,
Life Extension,Wellness,Supplements,lifeextension.com,1980,Florida,Longevity supplements,Yes,D2C directory,,,,,,,
Jarrow Formulas,Wellness,Supplements,jarrow.com,1977,Los Angeles CA,Quality supplements,Yes,D2C directory,,,,,,,
NOW Foods,Wellness,Supplements,nowfoods.com,1968,Illinois,Value supplements,Yes,D2C directory,,,,,,,
Garden of Life,Wellness,Supplements,gardenoflife.com,2000,Florida,Organic supplements,Yes,D2C directory,,,,,,,
Nordic Naturals,Wellness,Omega,nordicnaturals.com,1995,California,Fish oil leader,Yes,D2C directory,,,,,,,
Carlson Labs,Wellness,Omega,carlsonlabs.com,1965,Illinois,Family omega-3s,Yes,D2C directory,,,,,,,
Sports Research,Wellness,Supplements,sportsresearch.com,1980,San Pedro CA,Sports supplements,Yes,D2C directory,,,,,,,
Transparent Labs,Wellness,Sports,transparentlabs.com,2015,Utah,Clean sports supplements,Yes,D2C directory,,,,,,,
Kaged,Wellness,Sports,kfrnd.co,2014,USA,Premium sports nutrition,Yes,D2C directory,,,,,,,
Legion Athletics,Wellness,Sports,legionathletics.com,2014,USA,Science-based sports,Yes,D2C directory,,,,,,,
JYM,Wellness,Sports,jymsupplementscience.com,2013,USA,Jim Stoppani sports,Yes,D2C directory,,,,,,,
RSP Nutrition,Wellness,Sports,rspnutrition.com,2008,Miami FL,Premium sports supplements,Yes,D2C directory,,,,,,,
Ghost,Wellness,Sports,ghostlifestyle.com,2016,USA,Lifestyle sports nutrition,Yes,D2C directory,,,,,,,
Alani Nu,Wellness,Sports,alaninu.com,2018,USA,Women's fitness supplements,Yes,D2C leader,,,,,,,
Bloom Nutrition,Wellness,Sports,bloomsupps.com,2019,USA,Women's greens,Yes,D2C directory,,,,,,,
Beam,Wellness,Sports,beamfrnd.co,2019,USA,Wellness powder,Yes,D2C directory,,,,,,,
Momentous,Wellness,Sports,livemomentous.com,2018,USA,Huberman Lab recommended,Yes,D2C directory,,,,,,,
Athletic Greens,Wellness,Greens,athleticgreens.com,2010,New Zealand/USA,AG1 all-in-one,Yes,D2C leader,,,,,,,
Organifi,Wellness,Greens,organifi.com,2014,San Diego CA,Green juice powder,Yes,D2C directory,,,,,,,
Amazing Grass,Wellness,Greens,amazinggrass.com,2004,California,Greens superfood,Yes,D2C directory,,,,,,,
Nested Naturals,Wellness,Greens,nestednaturals.com,2014,Canada/USA,Super greens,Yes,D2C directory,,,,,,,
Kachava,Wellness,Meal Replace,kachava.com,2014,USA,Superfood shake,Yes,D2C directory,,,,,,,
Huel,Wellness,Meal Replace,huel.com,2015,UK/USA,Nutritionally complete,Yes,D2C leader,,,,,,,
Soylent,Wellness,Meal Replace,soylent.com,2013,Los Angeles CA,Complete nutrition,Yes,D2C pioneer,,,,,,,
Ample,Wellness,Meal Replace,amplemeal.com,2015,San Francisco CA,Real food meal shake,Yes,D2C directory,,,,,,,
Orgain,Wellness,Protein,orgain.com,2009,California,Organic protein,Yes,D2C leader,,,,,,,
Vega,Wellness,Protein,myvega.com,2001,Canada/USA,Plant-based protein,Yes,D2C leader,,,,,,,
Garden of Life Sport,Wellness,Protein,gardenoflife.com/sport,2000,Florida,Organic sport protein,Yes,D2C directory,,,,,,,
Sunwarrior,Wellness,Protein,sunwarrior.com,2008,Nevada,Plant-based protein,Yes,D2C directory,,,,,,,
PlantFusion,Wellness,Protein,plantfusion.com,2009,Connecticut,Fermented plant protein,Yes,D2C directory,,,,,,,
Nuzest,Wellness,Protein,nuzest-usa.com,2012,New Zealand/USA,Clean lean protein,Yes,D2C directory,,,,,,,
KOS,Wellness,Protein,kfrnd.co,2018,USA,Organic plant protein,Yes,D2C directory,,,,,,,
Truvani,Wellness,Protein,truvani.com,2018,USA,Food Babe's protein,Yes,D2C directory,,,,,,,
Four Sigmatic,Wellness,Mushroom,foursigmatic.com,2012,Los Angeles CA,Mushroom coffee,Yes,D2C leader,,,,,,,
Mud Wtr,Wellness,Mushroom,mudwtr.com,2018,Venice CA,Coffee alternative,Yes,D2C directory,,,,,,,
Ryze,Wellness,Mushroom,rfrnd.co,2020,USA,Mushroom coffee,Yes,D2C directory,,,,,,,
Everyday Dose,Wellness,Mushroom,everydaydose.com,2021,USA,Mushroom latte,Yes,D2C directory,,,,,,,
Clevr,Wellness,Latte,clevrblends.com,2019,Santa Barbara CA,SuperLattes,Yes,D2C directory,,,,,,,
Blume,Wellness,Latte,itsblume.com,2018,Vancouver,Superfood lattes,Yes,D2C directory,,,,,,,
Golde,Wellness,Superfood,golde.co,2017,Brooklyn NY,Superfood for skin,Yes,D2C directory,,,,,,,
Moon Juice,Wellness,Adaptogens,moonjuice.com,2012,Los Angeles CA,Adaptogenic dust,Yes,D2C leader,,,,,,,
Sun Potion,Wellness,Adaptogens,sunpotion.com,2011,Santa Barbara CA,Transformational foods,Yes,D2C directory,,,,,,,
Apothekary,Wellness,Adaptogens,apfrnd.co,2019,New York NY,Herbal remedies,Yes,D2C directory,,,,,,,
Peak and Valley,Wellness,Adaptogens,peakandvalley.co,2019,Los Angeles CA,Adaptogen blends,Yes,D2C directory,,,,,,,
Anima Mundi,Wellness,Herbalism,animamundiherbals.com,2014,Brooklyn NY,Rainforest herbalism,Yes,D2C directory,,,,,,,
Wooden Spoon Herbs,Wellness,Herbalism,woodenspoonherbs.com,2012,Atlanta GA,Southern herbalism,Yes,D2C directory,,,,,,,
Herbalist & Alchemist,Wellness,Herbalism,herbalist-alchemist.com,1982,New Jersey,Clinical herbalism,Yes,D2C directory,,,,,,,
Gaia Herbs,Wellness,Herbalism,gaiaherbs.com,1987,North Carolina,Purity-tested herbs,Yes,D2C leader,,,,,,,
Herb Pharm,Wellness,Herbalism,herb-pharm.com,1979,Oregon,Liquid herbal extracts,Yes,D2C directory,,,,,,,
Mountain Rose Herbs,Wellness,Herbalism,mountainroseherbs.com,1987,Oregon,Organic bulk herbs,Yes,D2C directory,,,,,,,
Starwest Botanicals,Wellness,Herbalism,starwest-botanicals.com,1975,California,Bulk herbs spices,Yes,D2C directory,,,,,,,
Frontier Co-op,Wellness,Herbalism,frontiercoop.com,1976,Iowa,Organic herbs cooperative,Yes,D2C directory,,,,,,,
Simply Organic,Wellness,Spices,simplyorganic.com,2001,Iowa,Organic spices,Yes,D2C directory,,,,,,,
Spicely Organics,Wellness,Spices,spicely.com,2005,California,Organic spices,Yes,D2C directory,,,,,,,
Primal Palate,Wellness,Spices,primalpalate.com,2010,Pennsylvania,Organic spice blends,Yes,D2C directory,,,,,,,
The Spice House,Food & Beverage,Spices,thespicehouse.com,1957,Chicago IL,Premium spices,Yes,D2C directory,,,,,,,
Penzeys,Food & Beverage,Spices,penzeys.com,1986,Wisconsin,Spice catalog pioneer,Yes,D2C directory,,,,,,,
Burlap & Barrel,Food & Beverage,Spices,burlapandbarrel.com,2016,New York NY,Single-origin spices,Yes,D2C directory,,,,,,,
Curio Spice,Food & Beverage,Spices,curiospice.com,2016,Cambridge MA,Small-batch spices,Yes,D2C directory,,,,,,,
Oaktown Spice Shop,Food & Beverage,Spices,oaktownspiceshop.com,2010,Oakland CA,Artisan spice blends,Yes,D2C directory,,,,,,,
World Spice Merchants,Food & Beverage,Spices,worldspice.com,1995,Seattle WA,Global spices,Yes,D2C directory,,,,,,,
Savory Spice Shop,Food & Beverage,Spices,savoryspiceshop.com,2004,Denver CO,Fresh spice blends,Yes,D2C directory,,,,,,,
Whole Spice,Food & Beverage,Spices,wholespice.com,1997,Napa CA,Napa spice shop,Yes,D2C directory,,,,,,,
Kalustyan's,Food & Beverage,Spices,foodsofnations.com,1944,New York NY,NYC spice landmark,Yes,D2C directory,,,,,,,
SaltWorks,Food & Beverage,Salt,seasalt.com,2001,Washington,Artisan sea salts,Yes,D2C directory,,,,,,,
Jacobsen Salt,Food & Beverage,Salt,jacobsensalt.com,2011,Portland OR,Pacific Northwest salt,Yes,D2C directory,,,,,,,
Redmond Salt,Food & Beverage,Salt,redmond.life,1958,Utah,Real salt minerals,Yes,D2C directory,,,,,,,
Maldon,Food & Beverage,Salt,maldonsalt.com,1882,UK/USA,Flaky sea salt,Yes,D2C directory,,,,,,,
Fleur de Sel,Food & Beverage,Salt,flfrnd.co,2000,France/USA,French sea salt,Yes,D2C directory,,,,,,,
San Francisco Salt,Food & Beverage,Salt,sfsalt.com,2002,California,Bath and culinary salt,Yes,D2C directory,,,,,,,
Black Tai Salt,Food & Beverage,Salt,blacktaisalt.com,2018,Thailand/USA,Artisan Thai salt,Yes,D2C directory,,,,,,,
iGourmet,Food & Beverage,Gourmet,igourmet.com,1997,Pennsylvania,Gourmet food gifts,Yes,D2C directory,,,,,,,
Murray's Cheese,Food & Beverage,Cheese,murrayscheese.com,1940,New York NY,NYC cheese shop,Yes,D2C directory,,,,,,,
Saxelby Cheesemongers,Food & Beverage,Cheese,saxelbycheese.com,2006,New York NY,American artisan cheese,Yes,D2C directory,,,,,,,
Cowgirl Creamery,Food & Beverage,Cheese,cowgirlcreamery.com,1997,Point Reyes CA,California artisan cheese,Yes,D2C directory,,,,,,,
Cypress Grove,Food & Beverage,Cheese,cypressgrovecheese.com,1983,Arcata CA,Humboldt Fog cheese,Yes,D2C directory,,,,,,,
Rogue Creamery,Food & Beverage,Cheese,roguecreamery.com,1933,Oregon,Oregon blue cheese,Yes,D2C directory,,,,,,,
Point Reyes,Food & Beverage,Cheese,pointreyescheese.com,2000,California,California blue cheese,Yes,D2C directory,,,,,,,
Vermont Creamery,Food & Beverage,Cheese,vermontcreamery.com,1984,Vermont,Cultured butter cheese,Yes,D2C directory,,,,,,,
Cabot Cheese,Food & Beverage,Cheese,cabotcheese.coop,1919,Vermont,Vermont cheddar co-op,Yes,D2C directory,,,,,,,
Tillamook,Food & Beverage,Cheese,tillamook.com,1909,Oregon,Oregon dairy co-op,Yes,D2C directory,,,,,,,
Kerrygold,Food & Beverage,Dairy,kerrygoldusa.com,1962,Ireland/USA,Irish grass-fed butter,Yes,D2C directory,,,,,,,
Organic Valley,Food & Beverage,Dairy,organicvalley.coop,1988,Wisconsin,Organic dairy co-op,Yes,D2C directory,,,,,,,
Horizon Organic,Food & Beverage,Dairy,horizon.com,1991,Colorado,Organic dairy,Yes,D2C directory,,,,,,,
Stonyfield,Food & Beverage,Dairy,stonyfield.com,1983,New Hampshire,Organic yogurt pioneer,Yes,D2C directory,,,,,,,
Siggi's,Food & Beverage,Dairy,siggis.com,2004,New York NY,Icelandic skyr,Yes,D2C directory,,,,,,,
Chobani,Food & Beverage,Dairy,chobani.com,2005,New York NY,Greek yogurt,Yes,D2C leader,,,,,,,
Oatly,Food & Beverage,Plant Milk,oatly.com,1994,Sweden/USA,Oat milk pioneer,Yes,D2C leader,,,,,,,
Califia Farms,Food & Beverage,Plant Milk,califiafarms.com,2010,Los Angeles CA,Plant-based beverages,Yes,D2C leader,,,,,,,
Ripple,Food & Beverage,Plant Milk,ripplefoods.com,2014,Emeryville CA,Pea protein milk,Yes,D2C directory,,,,,,,
Malk,Food & Beverage,Plant Milk,mfrnd.co,2015,Houston TX,Cold-pressed nut milk,Yes,D2C directory,,,,,,,
Elmhurst,Food & Beverage,Plant Milk,elmhurst1925.com,1925,New York NY,Plant milks from dairy,Yes,D2C directory,,,,,,,
Three Trees,Food & Beverage,Plant Milk,threetrees.com,2014,California,Organic nut milks,Yes,D2C directory,,,,,,,
Milkadamia,Food & Beverage,Plant Milk,milkadamia.com,2015,Australia/USA,Macadamia milk,Yes,D2C directory,,,,,,,
Minor Figures,Food & Beverage,Plant Milk,minorfigures.com,2014,UK/USA,Oat milk for coffee,Yes,D2C directory,,,,,,,
Willa's,Food & Beverage,Plant Milk,willasoatmilk.com,2020,USA,Organic oat milk,Yes,D2C directory,,,,,,,
Planet Oat,Food & Beverage,Plant Milk,planetoat.com,2018,USA,HP Hood oat milk,Yes,D2C directory,,,,,,,
Silk,Food & Beverage,Plant Milk,silk.com,1978,Colorado,Plant milk pioneer,Yes,D2C directory,,,,,,,
So Delicious,Food & Beverage,Plant,sodeliciousdairyfree.com,1987,Oregon,Dairy-free foods,Yes,D2C directory,,,,,,,
Daiya,Food & Beverage,Plant,daiyafoods.com,2008,Vancouver/USA,Dairy-free cheese,Yes,D2C directory,,,,,,,
Violife,Food & Beverage,Plant,violifefoods.com,1991,Greece/USA,Vegan cheese,Yes,D2C directory,,,,,,,
Miyoko's,Food & Beverage,Plant,miyokos.com,2014,Petaluma CA,Artisan vegan cheese,Yes,D2C directory,,,,,,,
Kite Hill,Food & Beverage,Plant,kite-hill.com,2013,California,Almond milk cheese,Yes,D2C directory,,,,,,,
Treeline,Food & Beverage,Plant,treelinecheese.com,2011,New York,Artisan nut cheese,Yes,D2C directory,,,,,,,
Follow Your Heart,Food & Beverage,Plant,followyourheart.com,1970,California,Vegenaise maker,Yes,D2C directory,,,,,,,
Just Egg,Food & Beverage,Plant,ju.st,2011,San Francisco CA,Plant-based eggs,Yes,D2C directory,,,,,,,
BFRND,Food & Beverage,Plant,bfrnd.co,2019,USA,Plant-based deli,Yes,D2C directory,,,,,,,
Impossible Foods,Food & Beverage,Plant,impossiblefoods.com,2011,Redwood City CA,Plant-based meat,Yes,D2C leader,,,,,,,
Beyond Meat,Food & Beverage,Plant,beyondmeat.com,2009,Los Angeles CA,Plant-based protein,Yes,D2C leader,,,,,,,
Gardein,Food & Beverage,Plant,gardein.com,2003,Canada/USA,Plant protein,Yes,D2C directory,,,,,,,
Lightlife,Food & Beverage,Plant,lightlife.com,1979,Massachusetts,Tempeh and plant meats,Yes,D2C directory,,,,,,,
Tofurky,Food & Beverage,Plant,tofurky.com,1980,Oregon,Plant-based deli,Yes,D2C directory,,,,,,,
Field Roast,Food & Beverage,Plant,fieldroast.com,1997,Seattle WA,Grain meat,Yes,D2C directory,,,,,,,
Morningstar Farms,Food & Beverage,Plant,morningstarfarms.com,1974,USA,Veggie burgers,Yes,D2C directory,,,,,,,
Boca,Food & Beverage,Plant,bocaburger.com,1979,USA,Veggie patties,Yes,D2C directory,,,,,,,
Sweet Earth,Food & Beverage,Plant,sweetearthfoods.com,2012,California,Plant-based foods,Yes,D2C directory,,,,,,,
Alpha Foods,Food & Beverage,Plant,alphafoods.com,2015,California,Plant-based burritos,Yes,D2C directory,,,,,,,
Dr. Praeger's,Food & Beverage,Plant,drpraegers.com,1994,New Jersey,Veggie burgers,Yes,D2C directory,,,,,,,
Hilary's,Food & Beverage,Plant,hilaryseatwell.com,2010,Kansas,Allergen-free burgers,Yes,D2C directory,,,,,,,
Amy's Kitchen,Food & Beverage,Organic,amys.com,1987,California,Organic frozen,Yes,D2C leader,,,,,,,
Annie's,Food & Beverage,Organic,annies.com,1989,California,Organic mac and cheese,Yes,D2C directory,,,,,,,
Late July,Food & Beverage,Snacks,latejuly.com,2003,Massachusetts,Organic snacks,Yes,D2C directory,,,,,,,
Simple Mills,Food & Beverage,Baking,simplemills.com,2012,Chicago IL,Almond flour crackers,Yes,D2C directory,,,,,,,
Siete,Food & Beverage,Mexican,sifrnd.co,2014,Austin TX,Grain-free Mexican,Yes,D2C leader,,,,,,,
Primal Kitchen,Food & Beverage,Paleo,primalkitchen.com,2015,California,Mark Sisson paleo,Yes,D2C leader,,,,,,,
Hu Kitchen,Food & Beverage,Paleo,hukitchen.com,2012,New York NY,Paleo chocolate,Yes,D2C directory,,,,,,,
Epic Provisions,Food & Beverage,Paleo,epicbar.com,2013,Austin TX,Meat bars,Yes,D2C directory,,,,,,,
RXBAR,Food & Beverage,Bars,rxbar.com,2013,Chicago IL,No BS bars,Yes,D2C leader,,,,,,,
Perfect Bar,Food & Beverage,Bars,perfectsnacks.com,2005,San Diego CA,Refrigerated protein,Yes,D2C directory,,,,,,,
KIND,Food & Beverage,Bars,kindsnacks.com,2004,New York NY,Nut bars pioneer,Yes,D2C leader,,,,,,,
Larabar,Food & Beverage,Bars,larabar.com,2000,Denver CO,Fruit and nut bars,Yes,D2C directory,,,,,,,
GoMacro,Food & Beverage,Bars,gomacro.com,2004,Wisconsin,Macrobiotic bars,Yes,D2C directory,,,,,,,
No Cow,Food & Beverage,Bars,nocow.com,2015,California,Plant protein bars,Yes,D2C directory,,,,,,,
88 Acres,Food & Beverage,Bars,88acres.com,2014,Boston MA,Seed bars,Yes,D2C directory,,,,,,,
That's It,Food & Beverage,Bars,thatsitfruit.com,2012,Los Angeles CA,Fruit bars,Yes,D2C directory,,,,,,,
Health Warrior,Food & Beverage,Bars,healthwarrior.com,2011,Virginia,Chia bars,Yes,D2C directory,,,,,,,
Oatmega,Food & Beverage,Bars,oatmega.com,2015,USA,Omega-3 protein bars,Yes,D2C directory,,,,,,,
ONE Brands,Food & Beverage,Bars,one1brands.com,2004,USA,Protein bars,Yes,D2C directory,,,,,,,
Built Bar,Food & Beverage,Bars,built.com,2018,Utah,Protein bars,Yes,D2C directory,,,,,,,
Barebells,Food & Beverage,Bars,barebells.com,2016,Sweden/USA,Functional bars,Yes,D2C directory,,,,,,,
Quest Nutrition,Food & Beverage,Bars,questnutrition.com,2010,Los Angeles CA,Low-carb bars,Yes,D2C leader,,,,,,,
Think!,Food & Beverage,Bars,thinkproducts.com,1999,California,Protein bars,Yes,D2C directory,,,,,,,
Clif Bar,Food & Beverage,Bars,clifbar.com,1992,Emeryville CA,Energy bar pioneer,Yes,D2C leader,,,,,,,
